Keywords searched,Job title,Date parsed,Company name,Location,Occupation,Job rank,Content,Date published
Big Data Analyst,Market Data Analyst,2019-11-16,Swiss Life Asset Managers,Zürich,80% – 100%,Employee,"Swiss Life Asset Managers Arbeitspensum: 100%ZürichMarket Data AnalystBei Swiss Life Asset Managers bringen Sie Ihre individuellen Talente und Expertise in einem motivierten und flexiblen Arbeitsumfeld ein. Sie übernehmen ein hohes Mass an Verantwortung, meistern anspruchsvolle Herausforderungen selbstständig mit Gestaltungsspielraum und in Zusammenarbeit mit professionellen Teams.Bei Swiss Life Asset Managers zu arbeiten, heisst Dynamik im stabilen Umfeld zu leben. Unsere Mitarbeitenden machen den Unterschied. Der Mensch zählt. Flexible Arbeitsmodelle ermöglichen Ihnen berufliche und persönliche Ambitionen in Einklang zu bringen. Unser länderübergreifend tätiges ""Data Services"" Team sucht Verstärkung durch einen qualifizierten Market Data Analyst. Das acht-köpfige Team ist im Bereich IT angesiedelt und umfasst vielfältige Datenthemen. Es verantwortet die zeitnahe Datenversorgung des zentralen Wertschriften-Systems SimCorp Dimension, Sicherstellung hoher Datenqualität, Verarbeitung von Corporate Actions, sowie diverse Datenaufbereitungen und Lieferungen. Dies erfordert eine übergreifende Zusammenarbeit mit zahlreichen anderen Abteilungen, wie dem Portfolio Management, der Wertschriftenbuchhaltung oder der Business Analyse. Zudem ist das Team regelmässig in Projekten und Initiativen involviert, wie zuletzt zur innovativen Robotic Process Automation.Die neue Stelle mit Fokus auf Data Quality Management umfasst folgende Aufgabenschwerpunkte:  Monatliche Aufbereitung und Lieferung der Asset-Risiko-Daten an die Swiss Life Gruppe Durchführen von regelmässigen Datenabgleichen zwischen dem Wertschriftensystem und anderen Quellen/Systemen, sowie Klärung von Differenzen Stammdatenanlage im System SimCorp Dimension, z.B. Funds, Parties, Portfolios Management der Abhängigkeiten zu anderen Applikationen, Teams und Geschäftseinheiten, z.B. Asset Data Warehouse Laufende Sicherstellung der Datenqualität und -integrität, sowie Erweiterung des Data Quality Management Konzepts für SimCorp Dimension zur Steigerung der Datenqualität Teilnahme an aktuellen Initiativen Management von Anfragen zum verantworteten Aufgabengebiet   Studium oder Ausbildung im Bereich Wirtschaftsinformatik/-wissenschaften oder vergleichbar Ausgeprägtes Wissen im Wertschriften- und/oder Funds-Bereich Erfahrung mit Providern von Stamm- und Marktdaten, z.B. Bloomberg Erfahrung mit einer Applikation für Asset Management, Kenntnisse mit SimCorp Dimension von Vorteil gute Kenntnisse in der Datenanalyse, Abfrage von Daten aus relationalen Datenbanken, insbesondere SQL Sehr gute MS Office Kenntnisse, insbesondere Excel (VBA-Kenntnisse von Vorteil) Vernetzte Denkweise mit guten analytischen und konzeptionellen Fähigkeiten Engagierte, leistungs- und teamorientierte Persönlichkeit Selbständige und strukturierte Arbeitsweise Freude, den eigenen Bereich weiter zu entwickeln und voranzutreiben Hervorragende Deutsch- und Englischkenntnisse, Französisch von Vorteil Mit viel Gestaltungsspielraum übernehmen Sie von Anfang an Verantwortung und wachsen kontinuierlich an den facettenreichen Aufgaben und Herausforderungen. Dabei können Sie Ihre persönlichen und fachlichen Kompetenzen jederzeit verbessern und erweitern. Wir fördern den aktiven Austausch zwischen Mitarbeitenden mit unterschiedlichen Wissens- und Erfahrungshintergründen.Display original ad",24.10.2019
Big Data Analyst,Data Scientist (Consultant),2019-11-16,PwC,Zürich,100%,Employee,"Du arbeitest bei interessanten Projekten in Bereichen wie Predictive Analytics, Machine Learning, NLP oder Strategic Modeling mit und führst eigenverantwortlich Datenanalysen durch. Du bereitest Daten für statistische Modellierung auf und unterstützt Kunden mit spezifischen Auswertungen. Du arbeitest eng mit Kollegen aus dem Consulting, Tax und Deals zusammen, entwickelst gemeinsam für Kunden massgeschneiderte Lösungen, welche du dem Auftraggeber präsentierst. Du unterstützt das Team bei der internen Weiterentwicklung von Prozessen und technischen Werkzeugen und kannst aktiv an Gestaltung und Ausbau des Services im Bereich der Künstlichen Intelligenz / Artificial Intelligence mitwirken. Du entwickelst dein technisches Know-how und deine Soft Skills durch On-and-off-the-job-Trainings weiter. Du arbeitest in einem diversifizierten Team in einem internationalen Netzwerk und erhältst regelmässig Feedback von Kollegen und Vorgesetzten.  Data Scientist (Consultant) Du hast einen Universitäts-, ETH- oder Fachhochschulabschluss mit Fokus auf Analytics z.B. in Data Science, Naturwissenschaften (z.B. Physik, Chemie), Mathematik, Statistik, Data Science oder Informatik. Du möchtest gerne dein Wissen vertiefen und bist motiviert, dir neue Technologien anzueignen und sie einzusetzen. Am besten verfügst du über praktische Erfahrung mit Programmiersprachen und Datenbanken (R, Python, C++, SQL, Spark). Du hast eine Leidenschaft für Künstliche Intelligenz / Artificial Intelligence, und Spass, dies in verschiedenen Industrien beim Kunden vor Ort umzusetzen. Du hast Erfahrung in der Konzeption und Durchführung von Modellierungen und kannst die zentralen Stellhebel identifizieren. Oder du bist mit dem Einsatz von Machine Learning Frameworks (scikit, Caffe, Tensorflow) vertraut. Du hast ein Gespür für Zusammenhänge sowie für Datenstrukturen und deren technische Abbildung. Du bist teamorientiert und arbeitest kundenfokussiert, hast eine analytische Aufassungsgabe und denkst ganzheitlich. Du sprichst fliessend Deutsch und Englisch und schreibst stilsicher in beiden Sprachen. Das ist der Deal: Wir bieten viel und verlangen einiges. Brennst du darauf, die Zukunft zu gestalten?Dann hast du genau das, worauf es ankommt. Die Fähigkeit «to reimagine the possible». Hast du Fragen? Ruf uns an, wir geben dir gerne Auskunft.Hier erfährst du mehr über unseren Bewerbungsprozess. Robert JacsmanRecruitment TeamTel. +41 58 792 16 24 Bei PwC tun wir für unsere Mitarbeitenden genau das, was wir auch für unsere Kunden tun: Mehrwert schaffen in den Bereichen Wirtschaftsprüfung, Steuer- und Rechtsberatung, Consulting, Deals und Digital Services. Und du kannst dasselbe tun. Liebst du Veränderung und möchtest du die Zukunft eines der weltweit führenden Beratungsunternehmen mitgestalten? Dann hast du genau das, worauf es ankommt. Die Fähigkeit «to reimagine the possible»! Jede Karriere ist einzigartig. Deshalb bietet dir PwC unzählige persönliche und berufliche Entwicklungsmöglichkeiten, die zu deinen Zielen passen und dir ermöglichen, deinen eigenen Weg zu gehen. Damit du alles erreichen kannst, was du möchtest. Und noch ein wenig mehr.Display original ad",28.10.2019
Big Data Analyst,Data Analyst Prozessentwicklung CRM Kundendienst (w/m) - befristet,2019-11-16,Die Schweizerische Post,Bern,80% – 100%,Employee,"Data Analyst Prozessentwicklung CRM Kundendienst (w/m) - befristet Sie arbeiten im Marketing von PostMail und gestalten an vorderster Front die Serviceprozesse in den Kundendiensten der Post. Gemeinsam mit den Fachbereichen und Kollegen/-innen gestalten Sie die Arbeitsabläufe der Zukunft. Sie erstellen datengetriebene Analysen für die Entwicklung von Kostenpotenzialen und Prozessoptimierungen in den Kundendienstprozessen der Produkte und Dienstleistungen von PostMail. Bei Ihrer Tätigkeit gehört das Prototyping und die Modellierung von Datenstrukturen zu einem festen Bestandteil. Dazu erstellen Sie aus den vorhandenen Datenquellen Kundensegmente / -cluster, Trends, Kundenwerte und Scoringmodelle und erkennen systematische Muster daraus. Sie betreiben statistische Datenanalysen, deskriptive Modellierung, Datenexploration, Data Mining sowie Anwendungen von Big Data-Ansätzen im Bereich Machine Learning. Sie arbeiten an spannenden Use Cases in agiler Projektmethodik, um Erfolge im Bereich der Data Discovery zu erzielen. Zusätzlich beraten Sie die Fachbereiche bei analytischen Fragestellungen und helfen ihnen bei der Beantwortung von Business Fragestellungen. Einfache Prozessabläufe definieren Sie selbständig und setzen diese im Team um. Die Stelle ist für neun Monate befristet. Sie verfügen über einen höheren Abschluss (Universität oder FH) mit Vertiefung in quantitativer resp. analytischer Ausrichtung in Mathematik/Statistik, Datenanalyse oder Data Science. Idealerweise bringen Sie bereits Erfahrungen als Data Analyst, Data Scientist oder Statistiker mit. Kenntnisse von mindestens einer Anwendung wie SAS, Python oder R ist eine Voraussetzung, zudem sind SQL-Abfragen kein Fremdwort für Sie. Zu Ihren Stärken gehört eine konzeptionelle und vernetzte Denkweise sowie eine schnelle Auffassungsgabe. Bei der Bewältigung der Aufgaben können Sie sich auch auf Ihre Intuition und Kreativität verlassen. Präsentationen vor Mitarbeitenden und Management sind für Sie eine gern gesehene Herausforderung. Sie sprechen Deutsch, Französisch oder Englisch mit guten Kenntnissen einer hier erwähnten Zweitsprache. Sind Sie zudem eine flexible Persönlichkeit, welche gerne selbstständig, teamorientiert, methodisch und zielgerichtet arbeitet? Dann gehören Sie vielleicht schon bald zu unserem Team. Anstellung: 80-100%Anstellungsort(e): BernReferenznummer: 6490Art der Anstellung: BefristetPostbereich: PostMail Barbara Schneider SchmutzLeiterin Kundendienst PostMailTelefon 079 822 14 42Display original ad",13.11.2019
Big Data Analyst,Product Data Analyst (m/w),2019-11-16,Geberit AG,Rapperswil-Jona,100%,Employee,"Product Data Analyst (m/w)Die fortschreitende Digitalisierung bietet spannende Aufgaben im Spannungsfeld zwischen Technologie, Daten, Menschen und Kaufentscheidungen. Um den steigenden Anforderungen an unsere Produktdaten und den automatisierten Austausch derselben auf Basis verschiedener internationaler Standards zu begegnen, baut die Geberit Gruppe am Hauptsitz in Jona ein neues interdisziplinäres Team aus Fachleuten aus den Bereichen zu Data und Data Exchange auf. Im Rahmen des langfristig angelegten Programms «Data-Exchange-Acceleration» suchen wir Sie!Die weltweit tätige Geberit Gruppe ist europäischer Marktführer für Sanitärprodukte. Geberit verfügt in den meisten Ländern Europas über eine starke lokale Präsenz und kann dadurch sowohl auf dem Gebiet der Sanitärtechnik als auch im Bereich der Badezimmerkeramiken einzigartige Mehrwerte bieten. Die Fertigungskapazitäten umfassen 29 Produktionswerke, davon 6 in Übersee. Der Konzernhauptsitz befindet sich in Rapperswil-Jona in der Schweiz. Mit rund 12 000 Mitarbeitenden in rund 50 Ländern erzielte Geberit 2018 einen Nettoumsatz von CHF 3,1 Milliarden. Die Geberit Aktien sind an der SIX Swiss Exchange kotiert und seit 2012 Bestandteil des SMI (Swiss Market Index). HAUPTAUFGABENSie bewegen sich sicher in der komplexen und faszinierenden Welt der artikelbezogenen Stammdaten der Geberit Gruppe und den verschiedenen nationalen und internationalen Datenstandards, nach denen wir die Datenlieferungen an die Grosshändler sicherstellen.Beim diesem Product Data Exchange unterstützen und planen Sie die Verknüpfung, Transformation, Aufbau und Pflege der Geberit Produktdaten. Helfen Sie uns weiterhin stolz auf unsere Datenqualität und unsere Datenlieferungen zu sein. Als Product Data Analyst (Master Data Manager) umfasst Ihr Verantwortungsbereich folgende Tätigkeiten:  Akkurate Analyse von internationalen Datenstandards Mapping zu intern vorhandenen Produktdaten Definieren von intern noch fehlenden Attributen und Daten Enge Zusammenarbeit mit internen und externen Product Data Spezialisten in Deutsch und Englisch Präzise Anforderungsanalyse und Unterstützung der notwendigen internen und externen Anpassungen Definieren von Business-Rules für die Messung der Datenqualität Laufende Erstellung der Übersicht über alle zu bearbeitenden Dateninhalte und Attribute der jeweiligen Datenstandards sowie aufzeigen der gemeinsamen Nenner und der Priorisierung Validieren der Data Exchange Files aus der Sicht der Datenstandards Abteilungsübergreifendes Zusammenarbeiten in interdisziplinären Projektteams  PROFILAls fachliche Grundlage erfordert diese Funktion eine Ausbildung mit technischer Neigung. Alternativ bringen Sie mit einem Studium der Wirtschaftsinformatik, Qualitätsmanagement oder einer anderen ähnlichen Ausbildung ebenfalls gute Voraussetzungen mit. Zudem zeichnen Sie als Product Data Analyst (Master Data Manager) folgende Punkte aus:  Freude am Umgang mit Daten, der Analyse von Datenstandards und an der Datenverarbeitung Lösungsorientiertes Arbeiten und grosses Qualitätsbewusstsein Aus Eigenantrieb sorgen Sie schon immer für saubere Dateninhalte und klar definierte Datenattribute  Kommunikative, teamorientierte Arbeitsweise, aber auch im Sinne der Sache klar und unmissverständlich bleiben zu können Analytisches und konzeptionelles Denkvermögen Freude am Organisieren von Teilprojekten Ausgeprägte Excel-Kenntnisse Programmierkenntnisse zur Datenanalyse und -transformation in Python, R, JavaScript oder Visual Basic von Vorteil Verständnis für xml/json und relationale Datenbanken von Vorteil Sehr gute, präzise Deutsch- sowie Englischkenntnisse in Wort und Schrift notwendig  BEWERBUNGWir bieten Ihnen die Perspektiven eines erfolgreichen Unternehmens und ein äusserst vielfältiges Aufgabengebiet. Interessiert? Dann freuen wir uns auf Ihre aussagekräftige Online-Bewerbung. Personaldienstleister verwenden bitte ihren bestehenden Recruiter-Zugang oder fordern unter dieser Mailadresse einen solchen an. Geberit International AGGabriela StehlinHead HR Switzerland CH-8645 Jona+41 55 221 64 97Display original ad",15.11.2019
Big Data Analyst,Senior Quality Data Analyst,2019-11-16,Vorwerk International & Co. KmG,Wollerau,100%,Employee,"Senior Quality Data Analyst     At Vorwerk, you can. Welcome to Vorwerk - as a Senior Quality Data AnalystLife is full of contradictions. We prove that these can be perfectly united, not only with our innovative products, but also with exciting opportunities for engineers. We offer you a multifaceted job in engineering with the freedom to make a substantive contribution to our sustainable growth. Shape the future of Vorwerk with us. We are an international, family-owned company offering to our employees and sales advisors a wide variety of prospects. The successful direct sales concept, fascinating well-known brands as well as long-term perspectives form perfect conditions for dedicated people to take the opportunity to actively shape their future with us.  Vorwerk International Strecker & Co. belongs to the German family-owned company Vorwerk that has been operating in Wuppertal for more than 130 years. From the strategic head offices in Freienbach, the Kobold and Thermomix divisions are managed. More @  vorwerk.com     JOB RESPONSIBILITY:    Analyzing field data on product failures and reporting on these  Forecasting of ppm rates and contributing to Budget / Estimate process  Definition of Repair Forecast and alignment with engineering and Countries  Key-User in Qlik, QfD, SAP and Infobase Analysing Warranty and out of warranty rates (0 - 5 Years)  Analysing 3 months failure rate  Analysing out of warranty rate (5 - 10 Years)  KPI monitoring for Recycling and Sustainability  Reporting of Rates (all countries, all Units)  Identify existing reports and/or processes for automation opportunities     REQUIREMENTS:    Ideally Master degree in EE or ME  Excellent statistical skills  SAP and advanced Excel skills  Passion for extracting conclusions out of field data sets and transforming them into fact based decisions in an operations environment  Track record of strong analytical skills with the ability to collect, analyze and disseminate significant amounts of information with attention to detail and accuracy in data sets  Familiar with household devices market Team oriented and intercultural mindset  Good communication skills. Fluent in  German and English  Resilient and target oriented  Willingness to travel     This role will focus on Quality data analytics incl. preparation and distribution of monthly reports. Furthermore the successful candidate will perform forecasting of failure rates for all relevant countries and products and contribute to the overall KPI development.    Contact:Vorwerk International & Co. KmG Gerard Scharm 0447860147  www.vorwerk.com    Career at Vorwerk   Other jobs   Apply online           Display original ad",14.11.2019
Big Data Analyst,Senior Data Scientist - Forensics in Zurich,2019-11-16,EY,"Zurich, CH-ZH",100%,Employee,"Senior Data Scientist - Forensics in ZurichWe are looking for a Senior Data Scientist - Forensics in Zurich EY is a global leader in assurance, tax, transaction and advisory services. The insights and quality services we deliver help build trust and confidence in the capital markets and in economies the world over. We develop outstanding leaders who team to deliver on our promises to all of our stakeholders. In so doing, we play a critical role in building a better working world for our people, for our clients and for our communities. Visit us at http://www.ey.com/CH/en/Careers Our professionals within Assurance practice in Zurich develop specifically tailored audits in order to build trust and to ensure clarity, transparency and continuity. Start your career today by joining us in the versatile world of the audit. The rapidly growing Forensics department is currently seeking the right candidate for an excellent career opportunity in the Forensic Data Analytics (""FDA"") team. This team represents a critical component to EY's Forensics growth strategy and is where much of the innovative early thinking takes place. The FDA team is a global group of technical specialists that practice the full life cycle of data management from the early stages of data scoping and capture, to its management, analysis and reporting. The nature of our work typically requires working with large datasets from disparate data sources to support fraud investigations and disputes for our clients covering a range of industries. This is achieved by combining deep forensic investigation knowledge with advanced data analytics techniques such as investigative data linking, social network analysis, statistics, artificial intelligence, machine learning and predictive modelling. You will have a unique, career changing opportunity to play a key role in the growth and strategy of the FDA group. Tasks that you promote Working on client engagement teams in carrying out both reactive and proactive data analysis of large volume of structured data involving a wide range of database management systems and financial platforms Working with clients, fraud investigators, internal and external auditors, lawyers and regulatory authorities in sensitive and sometimes adversarial situations Working in our specialist forensic technology data analytics labs and onsite to help clients leverage knowledge from their data through the application of advanced analytics Your profile to succeed together Degree (Bachelor or Master) in Computer Science, Applied Mathematics or Economics, or related fields 3-5 years of practical experience working as a Data Scientist and if possible with client facing experience Knowledge of data mining, machine learning and predictive analytics as well as extensive experience in data analysis and manipulation with any of the following software: SQL Server, SAS, IBM SPSS Understanding of at least one scripting language such as Python, Java Script; or programming languages such as SQL, Java, C++, C#, R Experience in extracting, analyzing, and processing large volumes of data and experience with data visualization techniques and software packages like Tableau, Spotfire or IBM i2 Analyst Practical or theoretical knowledge/experience in finances or life science and basic knowledge of accounting principles are a big advantage Excellent problem solving skills, strong financial, analytical, technical, and interpersonal skills as well as excellent written and verbal communication skills are requested  More opportunities for your developmentDou you have challenging plans? Stick to them and realize your goals with us! Design your career with EY in a culture that promotes diversity and education. In an environment that constantly opens new doors through knowledge sharing, flexibility and recognition. We offer you to join our highly motivated team of advisory professionals. You will be working and learning in a highly dynamic and cross-functional team - being able to boost your learning curve through the combination of intensive team work, challenging client projects and being part of the network of one of the world's leading professional services firms The Recruiting Team is looking forward to receiving your applicationDo the next step and apply for this position online. Ref No: ZUR001B6. For further information please contact our recruitment team (Recruitment.switzerland@ey.com / +41 58 286 33 66).",01.11.2019
Big Data Analyst,Data Analyst / Anwendungsentwickler (w/m),2019-11-16,Migros Bank AG,Wallisellen,80% – 100%,Employee,"Sie sind stolz, für eine führende schweizerische Universalbank tätig zu sein  Als erfolgreiche Schweizer Universalbank verbinden wir Tradition und Innovation sowie die Konzentration aufs Kerngeschäft. Sie entwickeln Software von der Konzeptionsphase bis hin zur fertigen Lösung und sind anschließend für den Betrieb sowie die Wartung zuständig. In dieser spannenden Tätigkeit durchleben Sie den gesamten Entwicklungs- und Lebenszyklus einer Software. Mit Ihrer Kreativität und Ihrem Engagement gestaltet und optimieren Sie die Geschäftsprozesse des Unternehmens. Um unser erfolgreiches Entwicklungsteam in Wallisellen zu verstärken, suchen wir einenData Analyst / Anwendungsentwickler (w/m)Ihre Aufgaben Applikationsentwicklung in der Oracle Umgebung (SQL, PL-SQL, Apex, ODI, OBIEE) Design und Konzeption von BI- und Data-Warehouse-Lösungen Entwicklung, Wartung und Support von Anwendungen Beratung und Unterstützung der Fachabteilungen in den Entwicklungsphasen Unsere Anforderungen FH/Uni oder eine fundierte IT-Grundausbildung mit anschliessender Weiterbildung in der SW-Entwicklung Gute Kenntnisse über BI/DWH und Datenbanken Sehr gute Kenntnisse in der Datenmodellierung Umfassende Kenntnisse SQL, PL-SQL Kenntnisse, WEB-Entwicklung Freude am Umgang mit Daten und an der Datenverarbeitung Ausgezeichnete Kommunikationsfähigkeiten gepaart mit einer gesunden Portion Hartnäckigkeit und Durchsetzungskraft Sehr gute Deutschkenntnisse in Wort und Schrift, gute Englischkenntnisse Unser AngebotWir sind die sympathische Alternative für Ihre neue Aufgabe. Dank flachen Hierarchien bieten wir kurze Kommunikations- und Entscheidungswege. Es erwartet Sie eine herausfordernde und vielseitige Aufgabe mit viel Abwechslung in einem lebendigen, modernen und freundlichen Umfeld, in dem Sie Ihre Ideen einbringen und umsetzen können. Sind Sie bereit mitzugestalten? Bei der Migros Bank zu arbeiten lohnt sich, unter diesem  Link  finden Sie sämtliche Angebote und Vergünstigungen für Mitarbeitende. Die Migros Bank ist Teil der Migros-Gruppe.Für weitere Stellenangebote besuchen Sie  migros-gruppe.jobsDisplay original ad",12.11.2019
Big Data Analyst,Group HR Data Analyst,2019-11-16,Ultimativo Consulting GmbH,Region Olten,100%,Position with responsibilities,,15.11.2019
Big Data Analyst,Data Analyst Produktdaten (m/w),2019-11-16,Magazine zum Globus AG,Zürich,100%,Position with responsibilities,"Für unseren Hauptsitz in Zürich suchen wir per sofort oder nach Vereinbarung einenData Analyst Produktdaten (m/w)Ihre Aufgaben Aufbau, Weiterentwicklung und Betrieb des automatisierten Produktdatenaustausch (Beschreibungen, Kategorisierung, Produkteigenschaften, Bilder, etc.) Schnittstellenfunktion des Produktdatenmanagements im Austausch mit internen Stakeholdern aus dem Einkauf, dem Verkauf, dem Marketing sowie der IT und der Analytik Koordination mit den Lieferanten und den Datenprovidern Anbindung von Lieferanten an unsere Systeme (z.B. über EDI) Sicherstellung der EDI Prozesse und Systeme im täglichen Betrieb Ihr Profil Abgeschlossenes Studium im Bereich der Wirtschaftswissenschaften, der Wirtschaftsinformatik, eine vergleichbare Weiterbildung oder drei Jahre Erfahrung in einem relevanten Bereichen Fachkenntnisse im Bereich EDV, Prozesse und Organisation insbesondere mit elektronischem Datenaustausch zwischen Systemen Erste Erfahrung in der Durchführung von agilen Projekten (SCRUM) sind von Vorteil Schnelle Auffassungsgabe sowie analytische und selbständige Arbeitsweise Kenntnisse mit Systemen wie SAP ERP, Microsoft Dynamics und PIM Kommunikationssicher mit einwandfreien Deutschkenntnissen mündlich und schriftlich Sprachkenntnisse in Englisch und Französisch sind von Vorteil Unser Angebot Sie leben jeden Tag Ihre Leidenschaft für eine fordernde und zugleich faszinierende Aufgabe - stets der hohen Qualität, dem einzigartigen Stil und der exklusiven Wertigkeit verpflichtet. Sie sind Teil eines motivierten Teams, das mit Engagement und Stolz nach dem gemeinsamen Erfolg strebt. Sie erleben Wertschätzung und Anerkennung durch Kunden, Kollegen und Vorgesetzte sowie profitieren von attraktiven Sozialleistungen und Fringe Benefits. Ihr Kontakt für diese Stelle: GLOBUS Franziska Roth, HR Manager & Leiterin Employer Brandingwww.globus.ch Globus ist Teil der Migros-Gruppe.Für weitere Stellenangebote besuchen Sie  migros-gruppe.jobsDisplay original ad",15.11.2019
Big Data Analyst,Data Analyst (m/w/d),2019-11-16,Scintilla AG,Zuchwil,100%,Position with responsibilities,,11.11.2019
