Keywords searched,Job title,Date parsed,Company name,Location,Occupation,Job rank,Content,Date published
Python Developer,Internship Quant Developer,2019-11-16,Axpo Solutions AG,Baden,60% – 100%,Employee,"Work closely with a team of experienced quant developers Support the team in improving existing valuation and forecasting models Gradually take over responsibility for small to medium sized development items (you will be supported / tutored by a senior member of the team) Internship Quant Developer Pursuing a degree in a quantitative subject (Computer Science, Electrical Engineering, Physics, Mathematics or similar) Knowledge of data structures, algorithms, and statistics Programming experience in one or several of the following languages (C# / Scala / C++ / Python / R) Familiar with numerical and optimization methods Daniela BridaSenior Recruiterrecruiting.trading@axpo.com The Axpo Group produces, trades and distributes energy reliably for more than 3 million people and several thousand companies in Switzerland and in over 30 countries throughout Europe. Around 4500 employees combine the expertise from 100 years of climate-friendly power production with innovative strength for a sustainable energy future. Axpo is an international leader in energy trading and in the development of tailor-made energy solutions for its customers.Display original ad",01.11.2019
Python Developer,"Senior Software Engineer, Fullstack 80-100%",2019-11-16,Valora Schweiz AG,Zurich / Muttenz / Remote,80% – 100%,Employee,"Muttenz, ZürichSenior Software Engineer, Fullstack 80-100%Muttenz, Zürich Create new and work on existing systems across a wide range of projects (e.g. a clean and elegant API layer spanning across all of our legacy systems, backend APIs consumed by our web and mobile apps, production tooling for our machine learning models etc.) Improve and maintain our production environment, for example by adding monitoring and alerting (DevOps) Set up a modern development workflow for our team, including a continuous integration pipeline and automated deployments Work closely together with our frontend engineering and data science teams Support other developers in your team with technical guidance   Minimum of 3 years of software development experience in a general purpose programming language BSc degree in Computer Science, similar technical field of study or equivalent practical experience Ability to quickly get up to speed in any programming language or system if needed Ability to tackle problems outside your comfort zone and get things done without supervision Excellent spoken and written communication skills in English   Desirable:   Experience in any of the following programming languages: Java, C/C++, C#, Python, JavaScript, Rust or Go Experience working with one or more from the following: web application development, Unix/Linux environments, distributed and parallel systems, service oriented architectures, REST APIs, developing large software systems Experience working in teams following an agile software development methodology Basic knowledge of German   Build products for a customer base of more than 5 million people across 5 countries Access the resources of a big corporate but get the freedom of working in an uncomplicated environment Work from home when you need to Competitive salary 9 out of 12 points on ""The Joel Test"" (https://www.joelonsoftware.com/2000/08/09/the-joel-test-12-steps-to-better-code/) Engineering for you is more about a clean codebase, paradigms and algorithms than languages, frameworks or platforms. You have chosen your favorite stack in which you have lots of experience, but you are able to get stuff done in any environment you need to and with every change you leave the codebase better off than before.You will be one of the first members of our engineering team and will work on many different projects and touch many different systems: from our app backends (REST webservices) to our demand forecasting service and our cash register. Because our team is new, you will get to influence which technologies we will use. As a Senior Software Engineer, you will become a go to person to answer technical questions for the rest of the team. Display original ad",29.10.2019
Python Developer,Python Developer,2019-11-16,Camptocamp SA,Olten,80% – 100%,Position with responsibilities,,05.11.2019
Python Developer,DevOps Python Developer,2019-11-16,MBA Michael Bailey Associates GmbH,Zurich,100%,Position with responsibilities,,08.11.2019
Python Developer,Junior Python Developer 100%,2019-11-16,Labour Search GmbH,Wettingen,100%,Position with responsibilities,,31.10.2019
Python Developer,Django / Python web developer 80-100%,2019-11-16,Universitätsspital Basel,Basel,80% – 100%,Position with responsibilities,"Django / Python web developer 80-100%Your responsibilities:Development of the fronted and backend of the new STCS Django Web Application Set-up and maintenance of a professional project and system environment (e.g. Django, PorstgreSQL, Gitlab, Docker) at a highly secured hosting institution Participate in the development and documentation of the relational DB model for the new application Manage the migration of the existing data from the old into the new system You closely collaborate with and you are supported by the STCS Data Center (DC), an associated academic partner institution who developed a similar Django Web Application, and by the application provider of the currently running system. You are willing to travel occasionally between these partnersYour qualifications:Master or diploma in Computer Science, (bio-)informatics or a related field Professional experience at least 3-5 years Fluency in English, Level C1 Excellent programming concepts and skills in Django / Python Professional experience and understanding of the set-up, development and maintenance of a complex DB system Understanding of clinical data management systems and clinical data workflows is of great advantage Good communication skills, enjoy close team collaboration, open to discuss and implement new developments Self-contained, motivated and interested to work in an academic environment Flexible to collaborate in a complex project and to manage a variety of responsibilities in a rapidly developing multi-site cohort studyWhat we offer:Cooperative team atmosphere A family-friendly personnel policy Challenging academic research environment with the possibility to gain experience in the field of transplantation medicine and immunocompromised hosts Multidisciplinary dynamic team of clinicians, epidemiologists, statisticians, data managers and IT specialists A grown research network and infrastructure with options of scientific involvement and academic visibilityFor further information please contact Mr. PD Dr. Michael Koller, Head of STCS Data Center, Swiss Transplant Cohort Study, Telephone +41 61 328 67 32 . Mr. Georgios Michael Dimopoulos, Human Resources, ist looking forward to receiving your online application (reference number 13334).Universitätsspital BaselBewerbermanagementwww.unispital-basel.ch/jobsDisplay original ad",08.11.2019
Python Developer,Développeur de logiciel,2019-11-16,Infomaniak Network SA,Genève,100%,Employee,"Parmi ses projets, Infomaniak souhaite faire évoluer son logiciel de synchronisation pour sa future alternative à Dropbox. Dans ce cadre, nous recherchons un software developer multiplateforme (MacOS, Windows, Linux) avec une grande expérience. Le logiciel devra notamment permettre de gérer ses fichiers depuis l'explorateur/finder via le protocole WebDav, créer des liens de partage, supporter la synchronisation sélective et à la demande, et communiquer avec l'API du produit.Développeur de logicielParmi ses projets, Infomaniak souhaite faire évoluer son logiciel de synchronisation pour sa future alternative à Dropbox. Dans ce cadre, nous recherchons un software developer multiplateforme (MacOS, Windows, Linux) avec une grande expérience. Le logiciel devra notamment permettre de gérer ses fichiers depuis l'explorateur/finder via le protocole WebDav, créer des liens de partage, supporter la synchronisation sélective et à la demande, et communiquer avec l'API du produit.  Nous recherchons un développeur logiciel qui a:     une très grande expérience dans le développement multiplateforme (Windows / Mac / Linux) en C++ ou Python une expérience confirmée avec un des frameworks multiplateformes comme Qt, wxWidget, etc. une expérience pratique dans des langages natifs (Swift, Objective C, C++, .Net, C#) une maîtrise de la programmation de client discutant avec des API / protocoles réseau  une expérience avec d'autres langages/frameworks multiplateformes un plus   Si tu penses que tu peux rendre Infomaniak encore meilleure et que tu te projettes dans cette annonce, alors postule!Aucun délai de postulation n'est prévu et les dossiers de candidature seront étudiés au fur et à mesure de leur réception.25 Rue Eugène-Marziano 1227 GeneveDisplay original ad",15.11.2019
Python Developer,Java Developer,2019-11-16,SonarSource SA,1215 Geneva 15,100%,Employee,"SonarSource provides world-class solutions for continuous code quality. Our open-source and commercial products (SonarLint, SonarCloud, SonarQube) help developers and organizations of all sizes to manage the quality & security of their code, and ultimately deliver better software. SonarSource solutions support development in 25+ programming languages such as Java, C#, JavaScript, TypeScript, C/C++, COBOL and many more. With over 3,000 customers including eBay, Thales, BMW and used by more than 120,000 organizations globally, SonarSource products are the preferred and most trusted solutions on the market.  Java DeveloperSonarSource provides world-class solutions for continuous code quality. Our open-source and commercial products (SonarLint, SonarCloud, SonarQube) help developers and organizations of all sizes to manage the quality & security of their code, and ultimately deliver better software. SonarSource solutions support development in 25+ programming languages such as Java, C#, JavaScript, TypeScript, C/C++, COBOL and many more. With over 3,000 customers including eBay, Thales, BMW and used by more than 120,000 organizations globally, SonarSource products are the preferred and most trusted solutions on the market.    The SonarSource Languages Team is looking for a passionate Java Developer to create the most advanced static analyzers in the world. The impact you can have By joining our team, you will be part of an autonomous team without a manager. You will choose what to work on. Within our team you will be supported by great colleagues who are always willing to discuss. You will be able to grow your development and professional skills, and focus on what matters. On a daily basis, you will  Develop new and maintain existing features for code analyzers for different programming languages (Java, Kotlin, JavaScript, TypeScript, Python, Swift, TSQL, etc.) Evolve the way our analyzers understand code by creating ever better models and develop new rules on top of them Contribute to code quality of the hundreds of thousands of developers around the world Contribute to open source: develop open source products and contribute back to libraries used by your products Define the team’s short and long term goals  The skills you will demonstrate  Ability to develop in Java with clean code Excellent engineering skills and good Computer Science fundamentals Fluency in source code quality: tests (unit and functional), CI/CD Experience with agile practices and principles Comfortable in dealing with change and complexity Leadership; you take initiative and demonstrate your ability to lead a subject from beginning to end Self-confident to challenge the status quo as well as to be challenged Compiler frontend knowledge is not required; you will learn it while working at SonarSource  Office location SonarSource is a remote-friendly company with offices in Geneva (Switzerland), Austin (Texas) and La Roche sur Foron (France). The role can be based in either office, or possibly remote. We can consider remote workers and support relocation on a case-by-case basis.     What we do SonarSource was started by a team of developers that wanted to change the way code is built in an agile development process. The company was created to develop the open source tool SonarQube, which is now the standard in code quality management with over 120,000 instances deployed today. Every day we are focused on solving developers’ next big problem. Who we are At SonarSource we believe in people, excellence, and delivery. We’re a team of problem solvers and overachievers who seek out others who are also passionate and relentless in their respective missions. We want to work with people who are ready to fasten their seat belts and be part of an incredible ride. We work hard not because we’re told to, but because we genuinely love what we do and do what we love. If there’s one main message we want you to remember about us, it’s that we push others to be best in class at whatever they do: choose your battle, innovate, take risks, and lead change. Join us; we’ll be smarter and stronger together. Why you will love it here  You will be given ownership and challenges, team support and encouragement to help you hit your personal goals You will have the opportunity to be a leader in your domain You will have a concrete impact on a fast-growing company You will enjoy working as part of a casual, fun and passionate team You will meet and work with a talented and diverse team of 100+ professionals from 19 different nationalities You will enjoy the passion and drive of a start-up with big-company events and benefits  Route de l'Aéroport 29-31 1215 Geneva 15Display original ad",12.11.2019
Python Developer,Cloud Site Reliability Engineer,2019-11-16,Harvey Nash AG,Zürich,100%,Position with responsibilities,,15.11.2019
Python Developer,Cloud Site Reliability Engineer,2019-11-16,Stamford Consultants AG,Zürich,100%,Position with responsibilities,,15.11.2019
